"num";"name";"slug";"uri";"name_russian";"name_kazakh";"user_russian";"user_kazakh";"duration_russian";"duration_kazakh";"scenes_russian";"scenes_kazakh";"completed_russian";"completed_kazakh";"voice_russian";"voice_kazakh";"celebrity_house";"program_no";"num_in_program";"comp_russian";"comp_kazakh";"mix_russian";"mix_kazakh";"seq_russian";"seq_kazakh"
"477";"Френсис Бэкон";"frensis-bekon";"http://aroslanov.com/api/celebrity/frensis-bekon";"Френсис Бэкон";"";"Сергей Ким";"Зоя Койшыбаева";"82082";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"478";"Френсис Дрейк";"frensis-drejk";"http://aroslanov.com/api/celebrity/frensis-drejk";"Френсис Дрейк";"";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"479";"Фридерик Шопен ";"friderik-shopen";"http://aroslanov.com/api/celebrity/friderik-shopen";"Фридерик Шопен";"";"Ирина Староверова";"";"77818";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"480";"Фридрих Ницше";"fridrih-nicshe";"http://aroslanov.com/api/celebrity/fridrih-nicshe";"Фридрих Ницше";"";"Дария Ибрагимова";"";"7995";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"481";"Фридрих Шиллер";"fridrih-shiller";"http://aroslanov.com/api/celebrity/fridrih-shiller";"Фридрих Шиллер";"";"Сергей Ким";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"482";"Фридрих Энгельс";"fridrih-engels";"http://aroslanov.com/api/celebrity/fridrih-engels";"Фридрих Энгельс";"";"Сергей Ким";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"483";"Фритьоф Нансен";"fritof-nansen";"http://aroslanov.com/api/celebrity/fritof-nansen";"Фритьоф Нансен";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"484";"Фрэнсис    Гальтон";"frensis-galton";"http://aroslanov.com/api/celebrity/frensis-galton";"Фрэнсис    Гальтон";"";"Ирина Староверова";"";"78351";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"485";"Фурье Жан Батист";"fure-zhan-batist";"http://aroslanov.com/api/celebrity/fure-zhan-batist";"Фурье Жан Батист";"";"Наталья Няшина";"Зоя Койшыбаева";"82615";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"486";"Хаджимукан Мунайтпасов";"hadzhimukan-munajtpasov";"http://aroslanov.com/api/celebrity/hadzhimukan-munajtpasov";"Хаджимукан Мунайтпасов";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"487";"Халел Досмухамедов";"halel-dosmuhamedov";"http://aroslanov.com/api/celebrity/halel-dosmuhamedov";"Халел Досмухамедов";"";"Ирина Староверова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"488";"Ханс Христиан Эрстед";"hans-hristian-ersted";"http://aroslanov.com/api/celebrity/hans-hristian-ersted";"Ханс Христиан Эрстед";"";"Лия Будиянская";"";"81549";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"489";"Хенрик Лоренц ";"henrik-lorenc";"http://aroslanov.com/api/celebrity/henrik-lorenc";"Хенрик Лоренц";"";"Наталья Няшина";"";"78884";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"490";"Хеопс";"heops";"http://aroslanov.com/api/celebrity/heops";"Хеопс";"";"Сергей Ким";"Майра Тургинбаева";"80483";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"491";"Ходжа Ахмет Яссауи ";"hodzha-ahmet-yassaui";"http://aroslanov.com/api/celebrity/hodzha-ahmet-yassaui";"Ходжа Ахмет Яссауи";"";"Ирина Староверова";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"492";"Хосе де Рибера";"hose-de-ribera";"http://aroslanov.com/api/celebrity/hose-de-ribera";"Хосе де Рибера";"";"Сергей Ким";"Майра Тургинбаева";"77818";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"493";"Христиан Гюйгенс";"hristian-gyujgens";"http://aroslanov.com/api/celebrity/hristian-gyujgens";"Христиан Гюйгенс";"";"Айгерим Оспанова";"";"79417";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"494";"Христофор Колумб";"hristofor-kolumb";"http://aroslanov.com/api/celebrity/hristofor-kolumb";"Христофор Колумб";"";"Дария Ибрагимова";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"495";"Цай Лунь";"caj-lun";"http://aroslanov.com/api/celebrity/caj-lun";"Цай Лунь";"";"Сергей Ким";"Майра Тургинбаева";"79950";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"496";"Цинь Шихуанди";"cin-shihuandi";"http://aroslanov.com/api/celebrity/cin-shihuandi";"Цинь Шихуанди";"";"Дария Ибрагимова";"Майра Тургинбаева";"82082";"81549";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"497";"Цицерон";"ciceron";"http://aroslanov.com/api/celebrity/ciceron";"Цицерон";"";"Сергей Ким";"Майра Тургинбаева";"81016";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"498";"Чарлз Дарвин ";"charlz-darvin";"http://aroslanov.com/api/celebrity/charlz-darvin";"Чарлз Дарвин";"";"Ирина Староверова";"";"81549";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"499";"Чарли Чаплин";"charli-chaplin";"http://aroslanov.com/api/celebrity/charli-chaplin";"Чарли Чаплин";"";"Сергей Ким";"Майра Тургинбаева";"80483";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"500";"Челлини Бенвенуто";"chellini-benvenuto";"http://aroslanov.com/api/celebrity/chellini-benvenuto";"Челлини Бенвенуто";"";"Ирина Староверова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"501";"Чингисхан";"chingishan";"http://aroslanov.com/api/celebrity/chingishan";"Чингисхан";"";"Сергей Ким";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"502";"Чокан Валиханов";"chokan-valihanov";"http://aroslanov.com/api/celebrity/chokan-valihanov";"Чокан Валиханов";"Шоқан Уәлихан";"Дария Ибрагимова";"Зоя Койшыбаева";"82082";"71422";"8";"7";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"503";"Шакарим Кудайбердиев";"shakarim-kudajberdiev";"http://aroslanov.com/api/celebrity/shakarim-kudajberdiev";"Шакарим Кудайбердиев";"Шәкәрім Құдайбердиев";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"504";"Шарлотта Бронте";"sharlotta-bronte";"http://aroslanov.com/api/celebrity/sharlotta-bronte";"Шарлотта Бронте";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"505";"Шарль Огюстен де Кулон ";"sharl-ogyusten-de-kulon";"http://aroslanov.com/api/celebrity/sharl-ogyusten-de-kulon";"Шарль Огюстен де Кулон";"";"Ирина Староверова";"";"78351";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"506";"Эванджелиста Торричелли";"evandzhelista-torrichelli";"http://aroslanov.com/api/celebrity/evandzhelista-torrichelli";"Эванджелиста Торричелли";"";"Лия Будиянская";"Майра Тургинбаева";"81549";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"507";"Эврипид";"evripid";"http://aroslanov.com/api/celebrity/evripid";"Эврипид";"";"Лия Будиянская";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"508";"Эдвард Григ";"edvard-grig";"http://aroslanov.com/api/celebrity/edvard-grig";"Эдвард Григ";"";"Дария Ибрагимова";"";"9594";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"509";"Эдгар Аллан По ";"edgar-allan-po";"http://aroslanov.com/api/celebrity/edgar-allan-po";"Эдгар Аллан По";"";"Ирина Староверова";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"510";"Эдмунд Галлей";"edmund-gallej";"http://aroslanov.com/api/celebrity/edmund-gallej";"Эдмунд Галлей";"";"Ирина Староверова";"";"77285";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"511";"Эдмунд Картрайт";"edmund-kartrajt";"http://aroslanov.com/api/celebrity/edmund-kartrajt";"Эдмунд Картрайт";"";"Дария Ибрагимова";"";"7995";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"512";"Эдуард  Мане";"eduard-mane";"http://aroslanov.com/api/celebrity/eduard-mane";"Эдуард  Мане";"";"Ирина Староверова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"513";"Эдуард Дженнер";"eduard-dzhenner";"http://aroslanov.com/api/celebrity/eduard-dzhenner";"Эдуард Дженнер";"";"Лия Будиянская";"Майра Тургинбаева";"81016";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"514";"Эжен Делакруа";"ezhen-delakrua";"http://aroslanov.com/api/celebrity/ezhen-delakrua";"Эжен Делакруа";"";"Наталья Няшина";"Майра Тургинбаева";"77285";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"515";"Эзоп";"ezop";"http://aroslanov.com/api/celebrity/ezop";"Эзоп";"";"Сергей Ким";"Майра Тургинбаева";"79417";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"516";"Элеонора Аквитанская";"eleonora-akvitanskaya";"http://aroslanov.com/api/celebrity/eleonora-akvitanskaya";"Элеонора Аквитанская";"";"Наталья Няшина";"Майра Тургинбаева";"82082";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"517";"Эль Греко";"el-greko";"http://aroslanov.com/api/celebrity/el-greko";"Эль Греко";"";"Сергей Ким";"Майра Тургинбаева";"79417";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"518";"Эмили  Бронте";"emili-bronte";"http://aroslanov.com/api/celebrity/emili-bronte";"Эмили  Бронте";"";"Наталья Няшина";"Майра Тургинбаева";"78351";"68757";"8";"7";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"519";"Эмилий Ленц";"emilij-lenc";"http://aroslanov.com/api/celebrity/emilij-lenc";"Эмилий Ленц";"";"Лия Будиянская";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"520";"Эмиль Антуан Бурдель ";"emil-antuan-burdel";"http://aroslanov.com/api/celebrity/emil-antuan-burdel";"Эмиль Антуан Бурдель";"";"Наталья Няшина";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"521";"Эмиль Золя ";"emil-zolya";"http://aroslanov.com/api/celebrity/emil-zolya";"Эмиль Золя";"";"Ирина Староверова";"";"77818";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"522";"Энди Уорхол";"endi-uorhol";"http://aroslanov.com/api/celebrity/endi-uorhol";"Энди Уорхол";"";"Сергей Ким";"";"82082";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"523";"Энн Бронте";"enn-bronte";"http://aroslanov.com/api/celebrity/enn-bronte";"Энн Бронте";"";"Сергей Ким";"Майра Тургинбаева";"81016";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"524";"Энрико Ферми";"enriko-fermi";"http://aroslanov.com/api/celebrity/enriko-fermi";"Энрико Ферми";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"525";"Эратосфен Кире'нский";"eratosfen-kirenskij";"http://aroslanov.com/api/celebrity/eratosfen-kirenskij";"Эратосфен Кире'нский";"";"Ирина Староверова";"Майра Тургинбаева";"77818";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"526";"Эрик Артур Блэр ";"erik-artur-bler";"http://aroslanov.com/api/celebrity/erik-artur-bler";"Эрик Артур Блэр";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"527";"Эрнест Миллер Хемингуэй";"ernest-miller-heminguej";"http://aroslanov.com/api/celebrity/ernest-miller-heminguej";"Эрнест Миллер Хемингуэй";"";"Айгерим Оспанова";"Майра Тургинбаева";"82082";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"528";"Эрнест Резерфорд";"ernest-rezerford";"http://aroslanov.com/api/celebrity/ernest-rezerford";"Эрнест Резерфорд";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"529";"Эрнест Сетон-Томпсон";"ernest-seton-tompson";"http://aroslanov.com/api/celebrity/ernest-seton-tompson";"Эрнест Сетон-Томпсон";"";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"530";"Эрнст Барлах";"ernst-barlah";"http://aroslanov.com/api/celebrity/ernst-barlah";"Эрнст Барлах";"";"Сергей Ким";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"531";"Эрнст Вернер фон Сименс";"ernst-verner-fon-simens";"http://aroslanov.com/api/celebrity/ernst-verner-fon-simens";"Эрнст Вернер фон Сименс";"";"Ирина Староверова";"";"77285";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"532";"Эрнст Теодор Амадей Гофман ";"ernst-teodor-amadej-gofman";"http://aroslanov.com/api/celebrity/ernst-teodor-amadej-gofman";"Эрнст Теодор Амадей Гофман";"";"Ирина Староверова";"";"81549";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"533";"Эсхил";"eshil";"http://aroslanov.com/api/celebrity/eshil";"Эсхил";"";"Айгерим Оспанова";"Майра Тургинбаева";"81549";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"534";"Этель Лилиан Войнич";"etel-lilian-vojnich";"http://aroslanov.com/api/celebrity/etel-lilian-vojnich";"Этель Лилиан Войнич";"";"Анна Зосимова";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"535";"Юлиус Майер";"yulius-majer";"http://aroslanov.com/api/celebrity/yulius-majer";"Юлиус Майер";"";"Лия Будиянская";"";"79417";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"536";"Юрий Гагарин";"yurij-gagarin";"http://aroslanov.com/api/celebrity/yurij-gagarin";"Юрий Гагарин";"";"Лия Будиянская";"Зоя Койшыбаева";"82615";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"537";"Юрий Долгорукий";"yurij-dolgorukij";"http://aroslanov.com/api/celebrity/yurij-dolgorukij";"Юрий Долгорукий";"";"Сергей Ким";"Майра Тургинбаева";"82082";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"538";"Якоб Бернулли";"yakob-bernulli";"http://aroslanov.com/api/celebrity/yakob-bernulli";"Якоб Бернулли";"";"Ирина Староверова";"Майра Тургинбаева";"78884";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"539";"Якоб Йорданс";"yakob-jordans";"http://aroslanov.com/api/celebrity/yakob-jordans";"Якоб Йорданс";"";"Дария Ибрагимова";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"540";"Якоб Людвиг Феликс Мендельсон-Бартольди";"yakob-lyudvig-feliks-mendelson-bartoldi";"http://aroslanov.com/api/celebrity/yakob-lyudvig-feliks-mendelson-bartoldi";"Якоб Людвиг Феликс Мендельсон-Бартольди";"";"Ирина Староверова";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
