"num";"name";"slug";"uri";"name_russian";"name_kazakh";"user_russian";"user_kazakh";"duration_russian";"duration_kazakh";"scenes_russian";"scenes_kazakh";"completed_russian";"completed_kazakh";"voice_russian";"voice_kazakh";"celebrity_house";"program_no";"num_in_program";"comp_russian";"comp_kazakh";"mix_russian";"mix_kazakh";"seq_russian";"seq_kazakh"
"266";"Клавдий Птолемей";"klavdij-ptolemej";"http://aroslanov.com/api/celebrity/klavdij-ptolemej";"Клавдий Птолемей";"";"Дария Ибрагимова";"Майра Тургинбаева";"82082";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"267";"Клеопатра";"kleopatra";"http://aroslanov.com/api/celebrity/kleopatra";"Клеопатра";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"268";"Климент Аркадьевич Тимирязев";"kliment-arkadevich-timiryazev";"http://aroslanov.com/api/celebrity/kliment-arkadevich-timiryazev";"Климент Аркадьевич Тимирязев";"";"Наталья Няшина";"Зоя Койшыбаева";"82615";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"269";"Клод Ашиль Дебюсси";"klod-ashil-debyussi";"http://aroslanov.com/api/celebrity/klod-ashil-debyussi";"Клод Ашиль Дебюсси";"";"Дария Ибрагимова";"";"8528";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"270";"Клод Моне";"klod-mone";"http://aroslanov.com/api/celebrity/klod-mone";"Клод Моне";"";"Сергей Ким";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"271";"Константин I Великий";"konstantin-i-velikij";"http://aroslanov.com/api/celebrity/konstantin-i-velikij";"Константин I Великий";"Ұлы Константин І";"Ирина Староверова";"Майра Тургинбаева";"78351";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"272";"Константин Сергеевич Станиславский";"konstantin-sergeevich-stanislavskij";"http://aroslanov.com/api/celebrity/konstantin-sergeevich-stanislavskij";"Константин Сергеевич Станиславский";"";"Дария Ибрагимова";"Зоя Койшыбаева";"81549";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"273";"Константин Эдуардович Циолковский";"konstantin-eduardovich-ciolkovskij";"http://aroslanov.com/api/celebrity/konstantin-eduardovich-ciolkovskij";"Константин Эдуардович Циолковский";"";"Дария Ибрагимова";"Майра Тургинбаева";"80483";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"274";"Конфуций";"konfucij";"http://aroslanov.com/api/celebrity/konfucij";"Конфуций";"";"Ирина Староверова";"Майра Тургинбаева";"79950";"81549";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"275";"Кристиан Доплер";"kristian-dopler";"http://aroslanov.com/api/celebrity/kristian-dopler";"Кристиан Доплер";"";"Дария Ибрагимова";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"276";"Кристоф Виллибальд Глюк ";"kristof-villibald-glyuk";"http://aroslanov.com/api/celebrity/kristof-villibald-glyuk";"Кристоф Виллибальд Глюк";"";"Ирина Староверова";"";"79417";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"277";"Кублай хан";"kublaj-han";"http://aroslanov.com/api/celebrity/kublaj-han";"Кублай хан";"";"Ирина Староверова";"Майра Тургинбаева";"78884";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"278";"Кузьма Сергеевич Петров-Водкин";"kuzma-sergeevich-petrov-vodkin";"http://aroslanov.com/api/celebrity/kuzma-sergeevich-petrov-vodkin";"Кузьма Сергеевич Петров-Водкин";"";"Ирина Староверова";"Майра Тургинбаева";"81016";"81549";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"279";"Куляш  Байсеитова";"kulyash-bajseitova";"http://aroslanov.com/api/celebrity/kulyash-bajseitova";"Куляш  Байсеитова";"Күләш Байсейітова";"Ирина Староверова";"Майра Тургинбаева";"79417";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"280";"Лазар Карно";"lazar-karno";"http://aroslanov.com/api/celebrity/lazar-karno";"Лазар Карно";"";"Дария Ибрагимова";"";"80483";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"281";"Лао-Цзы";"lao-czy";"http://aroslanov.com/api/celebrity/lao-czy";"Лао-Цзы";"";"Дария Ибрагимова";"Майра Тургинбаева";"81016";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"282";"Лев Николаевич Толстой";"lev-nikolaevich-tolstoj";"http://aroslanov.com/api/celebrity/lev-nikolaevich-tolstoj";"Лев Николаевич Толстой";"";"Анна Зосимова";"Зоя Койшыбаева";"78884";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"283";"Леонард Эйлер";"leonard-ejler";"http://aroslanov.com/api/celebrity/leonard-ejler";"Леонард Эйлер";"";"Наталья Няшина";"Майра Тургинбаева";"79950";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"284";"Леонардо Да Винчи";"leonardo-da-vinchi";"http://aroslanov.com/api/celebrity/leonardo-da-vinchi";"Леонардо Да Винчи";"";"Айгерим Оспанова";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"285";"Леонардо Фибоначчи";"leonardo-fibonachchi";"http://aroslanov.com/api/celebrity/leonardo-fibonachchi";"Леонардо Фибоначчи";"";"Дария Ибрагимова";"Майра Тургинбаева";"79417";"42107";"8";"4";"false";"true";"0";"0";"";"";"";"";"";"";"";"";""
"286";"Лоренцо Маскерони";"lorenco-maskeroni";"http://aroslanov.com/api/celebrity/lorenco-maskeroni";"Лоренцо Маскерони";"";"Сергей Ким";"Майра Тургинбаева";"77285";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"287";"Лоренцо ди Пьеро де Медичи";"lorenco-di-pero-de-medichi";"http://aroslanov.com/api/celebrity/lorenco-di-pero-de-medichi";"Лоренцо ди Пьеро де Медичи";"";"Наталья Няшина";"Майра Тургинбаева";"79417";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"288";"Луи Дагер";"lui-dager";"http://aroslanov.com/api/celebrity/lui-dager";"Луи Дагер";"";"Сергей Ким";"";"81549";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"289";"Луи Жозеф Лагранж";"lui-zhozef-lagranzh";"http://aroslanov.com/api/celebrity/lui-zhozef-lagranzh";"Луи Жозеф Лагранж";"";"Наталья Няшина";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"290";"Луи Пастер";"lui-paster";"http://aroslanov.com/api/celebrity/lui-paster";"Луи Пастер";"";"Лия Будиянская";"Майра Тургинбаева";"81016";"82082";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"291";"Луиджи Боккерини";"luidzhi-bokkerini";"http://aroslanov.com/api/celebrity/luidzhi-bokkerini";"Луиджи Боккерини";"";"Дария Ибрагимова";"";"81549";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"292";"Луиджи Керубини";"luidzhi-kerubini";"http://aroslanov.com/api/celebrity/luidzhi-kerubini";"Луиджи Керубини";"";"Дария Ибрагимова";"";"7995";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"293";"Лука Пачоли";"luka-pacholi";"http://aroslanov.com/api/celebrity/luka-pacholi";"Лука Пачоли";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"81549";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"294";"Льюис Кэрролл ";"lyuis-kerroll";"http://aroslanov.com/api/celebrity/lyuis-kerroll";"Льюис Кэрролл";"";"Наталья Няшина";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"295";"Людвиг Больцман";"lyudvig-bolcman";"http://aroslanov.com/api/celebrity/lyudvig-bolcman";"Людвиг Больцман";"";"Дария Ибрагимова";"";"81549";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"296";"Людвиг ван Бетховен";"lyudvig-van-bethoven";"http://aroslanov.com/api/celebrity/lyudvig-van-bethoven";"Людвиг ван Бетховен";"";"Дария Ибрагимова";"Майра Тургинбаева";"79950";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"297";"Магжан Жумабаев";"magzhan-zhumabaev";"http://aroslanov.com/api/celebrity/magzhan-zhumabaev";"Магжан Жумабаев";"Мағжан Жұмабаев";"Лия Будиянская";"Майра Тургинбаева";"80483";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"298";"Майкл Фарадей";"majkl-faradej";"http://aroslanov.com/api/celebrity/majkl-faradej";"Майкл Фарадей";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"299";"Макс  Планк";"maks-plank";"http://aroslanov.com/api/celebrity/maks-plank";"Макс  Планк";"";"Наталья Няшина";"Майра Тургинбаева";"80483";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"300";"Маргарет Митчелл";"margaret-mitchell";"http://aroslanov.com/api/celebrity/margaret-mitchell";"Маргарет Митчелл";"";"Ирина Староверова";"Майра Тургинбаева";"82615";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"301";"Мария  Тальони";"mariya-taloni";"http://aroslanov.com/api/celebrity/mariya-taloni";"Мария  Тальони";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"77285";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"302";"Мария Кюри";"mariya-kyuri";"http://aroslanov.com/api/celebrity/mariya-kyuri";"Мария Кюри";"";"Наталья Няшина";"Майра Тургинбаева";"81549";"81549";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"303";"Мария Мериан";"mariya-merian";"http://aroslanov.com/api/celebrity/mariya-merian";"Мария Мериан";"";"Сергей Ким";"Майра Тургинбаева";"78351";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"304";"Мария Стюарт";"mariya-styuart";"http://aroslanov.com/api/celebrity/mariya-styuart";"Мария Стюарт";"";"Ирина Староверова";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"305";"Марк Анней Лукан";"mark-annej-lukan";"http://aroslanov.com/api/celebrity/mark-annej-lukan";"Марк Анней Лукан";"";"Айгерим Оспанова";"Майра Тургинбаева";"79950";"82082";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"306";"Марк Антоний";"mark-antonij";"http://aroslanov.com/api/celebrity/mark-antonij";"Марк Антоний";"";"Сергей Ким";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"307";"Марк Валерий Марциал";"mark-valerij-marcial";"http://aroslanov.com/api/celebrity/mark-valerij-marcial";"Марк Валерий Марциал";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"308";"Марк Твен";"mark-tven";"http://aroslanov.com/api/celebrity/mark-tven";"Марк Твен";"";"Лия Будиянская";"Майра Тургинбаева";"81016";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"309";"Марко Поло";"marko-polo";"http://aroslanov.com/api/celebrity/marko-polo";"Марко Поло";"";"Сергей Ким";"Майра Тургинбаева";"81016";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"310";"Марон Публий Вергилий";"maron-publij-vergilij";"http://aroslanov.com/api/celebrity/maron-publij-vergilij";"Марон Публий Вергилий";"";"Наталья Няшина";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"311";"Махмуд Аш Ширази";"mahmud-ash-shirazi";"http://aroslanov.com/api/celebrity/mahmud-ash-shirazi";"Махмуд Аш Ширази";"Махмұд Аш Ширази";"Сергей Ким";"Майра Тургинбаева";"78884";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"312";"Мигель Сервантес";"migel-servantes";"http://aroslanov.com/api/celebrity/migel-servantes";"Мигель Сервантес";"";"Сергей Ким";"Майра Тургинбаева";"79417";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"313";"Микеланджело Буонарроти";"mikelandzhelo-buonarroti";"http://aroslanov.com/api/celebrity/mikelandzhelo-buonarroti";"Микеланджело Буонарроти";"";"Наталья Няшина";"Зоя Койшыбаева";"80483";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"314";"Микеланджело Меризи де Караваджо";"mikelandzhelo-merizi-de-karavadzho";"http://aroslanov.com/api/celebrity/mikelandzhelo-merizi-de-karavadzho";"Микеланджело Меризи де Караваджо";"";"Ирина Староверова";"Майра Тургинбаева";"77818";"81016";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"315";"Микелоццо ди Бартоломео";"mikelocco-di-bartolomeo";"http://aroslanov.com/api/celebrity/mikelocco-di-bartolomeo";"Микелоццо ди Бартоломео";"";"Ирина Староверова";"";"79950";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"316";"Михаил Александрович Врубель";"mihail-aleksandrovich-vrubel";"http://aroslanov.com/api/celebrity/mihail-aleksandrovich-vrubel";"Михаил Александрович Врубель";"";"Дария Ибрагимова";"";"79417";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"317";"Михаил Булгаков";"mihail-bulgakov";"http://aroslanov.com/api/celebrity/mihail-bulgakov";"Михаил Булгаков";"";"Лия Будиянская";"Майра Тургинбаева";"82082";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"318";"Михаил Иванович Глинка ";"mihail-ivanovich-glinka";"http://aroslanov.com/api/celebrity/mihail-ivanovich-glinka";"Михаил Иванович Глинка";"";"Ирина Староверова";"";"82615";"0";"10";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"319";"Михаил Илларионович Кутузов";"mihail-illarionovich-kutuzov";"http://aroslanov.com/api/celebrity/mihail-illarionovich-kutuzov";"Михаил Илларионович Кутузов";"";"Дария Ибрагимова";"";"81016";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"320";"Михаил Лермонтов";"mihail-lermontov";"http://aroslanov.com/api/celebrity/mihail-lermontov";"Михаил Лермонтов";"";"Сергей Ким";"Зоя Койшыбаева";"82082";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"321";"Михаил Ломоносов";"mihail-lomonosov";"http://aroslanov.com/api/celebrity/mihail-lomonosov";"Михаил Ломоносов";"";"Сергей Ким";"Зоя Койшыбаева";"81549";"77818";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"322";"Михаил Огинский";"mihail-oginskij";"http://aroslanov.com/api/celebrity/mihail-oginskij";"Михаил Огинский";"";"Лия Будиянская";"";"79417";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"323";"Модест Мусоргский";"modest-musorgskij";"http://aroslanov.com/api/celebrity/modest-musorgskij";"Модест Мусоргский";"";"Сергей Ким";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"324";"Морис Равель";"moris-ravel";"http://aroslanov.com/api/celebrity/moris-ravel";"Морис Равель";"";"Дария Ибрагимова";"";"8528";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"325";"Мохандас Карамчанд (Махатма) Ганди ";"mohandas-karamchand-mahatma-gandi";"http://aroslanov.com/api/celebrity/mohandas-karamchand-mahatma-gandi";"Мохандас Карамчанд (Махатма) Ганди";"";"Наталья Няшина";"Майра Тургинбаева";"78884";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"326";"Мустафа Шокай";"mustafa-shokaj";"http://aroslanov.com/api/celebrity/mustafa-shokaj";"Мустафа Шокай";"";"Наталья Няшина";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"327";"Мухамеджан Тынышпаев";"muhamedzhan-tynyshpaev";"http://aroslanov.com/api/celebrity/muhamedzhan-tynyshpaev";"Мухамеджан Тынышпаев";"";"Дария Ибрагимова";"";"80483";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"328";"Мухаммед ибн Шахрух ибн Тимур Улугбек Гураган";"muhammed-ibn-shahruh-ibn-timur-ulugbek-guragan";"http://aroslanov.com/api/celebrity/muhammed-ibn-shahruh-ibn-timur-ulugbek-guragan";"Мухаммед ибн Шахрух ибн Тимур Улугбек Гураган";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"79950";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"329";"Мухтар Ауэзов";"muhtar-auezov";"http://aroslanov.com/api/celebrity/muhtar-auezov";"Мухтар Ауэзов";"Мұхтар Әуезов";"Сергей Ким";"Майра Тургинбаева";"79417";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"330";"Мэн-Цзы";"men-czy";"http://aroslanov.com/api/celebrity/men-czy";"Мэн-Цзы";"";"Наталья Няшина";"Майра Тургинбаева";"80483";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"331";"Мэри Анн Эванс";"meri-ann-evans";"http://aroslanov.com/api/celebrity/meri-ann-evans";"Мэри Анн Эванс";"";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"332";"Наполеон Бонапарт";"napoleon-bonapart";"http://aroslanov.com/api/celebrity/napoleon-bonapart";"Наполеон Бонапарт";"";"Сергей Ким";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"333";"Нармер ";"narmer";"http://aroslanov.com/api/celebrity/narmer";"Нармер";"";"Ирина Староверова";"";"80483";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"334";"Насир ад-Дин ат-Туси ";"nasir-ad-din-at-tusi";"http://aroslanov.com/api/celebrity/nasir-ad-din-at-tusi";"Насир ад-Дин ат-Туси";"";"Наталья Няшина";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"335";"Нерон Клавдий Цезарь Август Германик";"neron-klavdij-cezar-avgust-germanik";"http://aroslanov.com/api/celebrity/neron-klavdij-cezar-avgust-germanik";"Нерон Клавдий Цезарь Август Германик";"";"Дария Ибрагимова";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"336";"Нефертити";"nefertiti";"http://aroslanov.com/api/celebrity/nefertiti";"";"";"Дария Ибрагимова";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"337";"Никколо Макиавелли";"nikkolo-makiavelli";"http://aroslanov.com/api/celebrity/nikkolo-makiavelli";"Никколо Макиавелли";"";"Сергей Ким";"Майра Тургинбаева";"81016";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"338";"Никколо Паганини";"nikkolo-paganini";"http://aroslanov.com/api/celebrity/nikkolo-paganini";"Никколо Паганини";"";"Наталья Няшина";"Майра Тургинбаева";"82082";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"339";"Никколо Тарталья";"nikkolo-tartalya";"http://aroslanov.com/api/celebrity/nikkolo-tartalya";"Никколо Тарталья";"";"Сергей Ким";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"340";"Никола Тесла";"nikola-tesla";"http://aroslanov.com/api/celebrity/nikola-tesla";"Никола Тесла";"";"Айгерим Оспанова";"Майра Тургинбаева";"80483";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"341";"Николай Бенардос";"nikolaj-benardos";"http://aroslanov.com/api/celebrity/nikolaj-benardos";"Николай Бенардос";"";"Сергей Ким";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"342";"Николай Васильевич Склифосовский";"nikolaj-vasilevich-sklifosovskij";"http://aroslanov.com/api/celebrity/nikolaj-vasilevich-sklifosovskij";"Николай Васильевич Склифосовский";"";"Наталья Няшина";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"343";"Николай Гоголь";"nikolaj-gogol";"http://aroslanov.com/api/celebrity/nikolaj-gogol";"Николай Гоголь";"";"Сергей Ким";"Зоя Койшыбаева";"81016";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"344";"Николай Иванович Вавилов";"nikolaj-ivanovich-vavilov";"http://aroslanov.com/api/celebrity/nikolaj-ivanovich-vavilov";"Николай Иванович Вавилов";"";"Ирина Староверова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"345";"Николай Коперник";"nikolaj-kopernik";"http://aroslanov.com/api/celebrity/nikolaj-kopernik";"Николай Коперник";"";"Сергей Ким";"Майра Тургинбаева";"82615";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"346";"Николай Лобачевский";"nikolaj-lobachevskij";"http://aroslanov.com/api/celebrity/nikolaj-lobachevskij";"Николай Лобачевский";"";"Сергей Ким";"";"78884";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"347";"Николай Николаевич Миклухо-Маклай ";"nikolaj-nikolaevich-mikluho-maklaj";"http://aroslanov.com/api/celebrity/nikolaj-nikolaevich-mikluho-maklaj";"Николай Николаевич Миклухо-Маклай";"";"Наталья Няшина";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"348";"Николай Островский";"nikolaj-ostrovskij";"http://aroslanov.com/api/celebrity/nikolaj-ostrovskij";"Николай Островский";"";"Сергей Ким";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"349";"Николай Пржевальский";"nikolaj-przhevalskij";"http://aroslanov.com/api/celebrity/nikolaj-przhevalskij";"Николай Пржевальский";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"350";"Николай Рерих";"nikolaj-rerih";"http://aroslanov.com/api/celebrity/nikolaj-rerih";"Николай Рерих";"";"Сергей Ким";"Майра Тургинбаева";"79950";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"351";"Николаус Август Отто";"nikolaus-avgust-otto";"http://aroslanov.com/api/celebrity/nikolaus-avgust-otto";"Николаус Август Отто";"";"Айгерим Оспанова";"Майра Тургинбаева";"81549";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"352";"Нурпеис Байганин";"nurpeis-bajganin";"http://aroslanov.com/api/celebrity/nurpeis-bajganin";"Нурпеис Байганин";"";"Дария Ибрагимова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"353";"Огюстен Жан Френель";"ogyusten-zhan-frenel";"http://aroslanov.com/api/celebrity/ogyusten-zhan-frenel";"Огюстен Жан Френель";"";"Сергей Ким";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"354";"Оле Ремер ";"ole-remer";"http://aroslanov.com/api/celebrity/ole-remer";"Оле Ремер";"";"Наталья Няшина";"";"80483";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"355";"Оливер Кромвель";"oliver-kromvel";"http://aroslanov.com/api/celebrity/oliver-kromvel";"Оливер Кромвель";"";"Лия Будиянская";"Зоя Койшыбаева";"82082";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"356";"Омар Хайям";"omar-hajyam";"http://aroslanov.com/api/celebrity/omar-hajyam";"Омар Хайям";"";"Сергей Ким";"Майра Тургинбаева";"79950";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"357";"Оноре де Бальзак";"onore-de-balzak";"http://aroslanov.com/api/celebrity/onore-de-balzak";"Оноре де Бальзак";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"358";"Орвилл и Уилбур Райт";"orvill-i-uilbur-rajt";"http://aroslanov.com/api/celebrity/orvill-i-uilbur-rajt";"Орвилл и Уилбур Райт";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"77285";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"359";"Отто Ган";"otto-gan";"http://aroslanov.com/api/celebrity/otto-gan";"Отто Ган";"";"Лия Будиянская";"Майра Тургинбаева";"81016";"82082";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"360";"Отто Шмидт";"otto-shmidt";"http://aroslanov.com/api/celebrity/otto-shmidt";"Отто Шмидт";"";"Сергей Ким";"Майра Тургинбаева";"82615";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"361";"Отто фон Герике";"otto-fon-gerike";"http://aroslanov.com/api/celebrity/otto-fon-gerike";"Отто фон Герике";"";"Ирина Староверова";"Майра Тургинбаева";"80483";"79950";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"362";"Пабло Пикассо ";"pablo-pikasso";"http://aroslanov.com/api/celebrity/pablo-pikasso";"Пабло Пикассо";"";"Ирина Староверова";"";"82082";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"363";"Павел Николаевич Яблочков";"pavel-nikolaevich-yablochkov";"http://aroslanov.com/api/celebrity/pavel-nikolaevich-yablochkov";"Павел Николаевич Яблочков";"";"Наталья Няшина";"Зоя Койшыбаева";"81016";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"364";"Павел Степанович Нахимов";"pavel-stepanovich-nahimov";"http://aroslanov.com/api/celebrity/pavel-stepanovich-nahimov";"Павел Степанович Нахимов";"";"Ирина Староверова";"Майра Тургинбаева";"77818";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"365";"Перикл";"perikl";"http://aroslanov.com/api/celebrity/perikl";"Перикл";"";"Наталья Няшина";"Майра Тургинбаева";"79417";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"366";"Петр Ильич Чайковский";"petr-ilich-chajkovskij";"http://aroslanov.com/api/celebrity/petr-ilich-chajkovskij";"Петр Ильич Чайковский";"";"Наталья Няшина";"Майра Тургинбаева";"79950";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"367";"Петр Клодт";"petr-klodt";"http://aroslanov.com/api/celebrity/petr-klodt";"Петр Клодт";"";"Сергей Ким";"Майра Тургинбаева";"78884";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"368";"Петр Нестеров";"petr-nesterov";"http://aroslanov.com/api/celebrity/petr-nesterov";"Петр Нестеров";"";"Лия Будиянская";"";"79950";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
